Series,Status,Apps.,Part Number,Previous Part Number,Capacitance,Size(LxW),T(max),Rated Volt.[Vdc],Temperature Characteristic,Cap. Tole.,tanδ(max) [%],Q(min),Temp.[℃],Case Size(EIA/JIS),Dimension L,Dimension W,Dimension T,Standard Quantity,RoHS,Q200
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7102MFNA01,UMK063B7102MP-F,1000 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7681KFNA01,UMK063B7681KP-F,680 pF,0.6x0.3,0.33,50,X7R,± 10 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7681MFNA01,UMK063B7681MP-F,680 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7471KFNA01,UMK063B7471KP-F,470 pF,0.6x0.3,0.33,50,X7R,± 10 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7471MFNA01,UMK063B7471MP-F,470 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7331KFNA01,UMK063B7331KP-F,330 pF,0.6x0.3,0.33,50,X7R,± 10 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7331MFNA01,UMK063B7331MP-F,330 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7221KFNA01,UMK063B7221KP-F,220 pF,0.6x0.3,0.33,50,X7R,± 10 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7221MFNA01,UMK063B7221MP-F,220 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7151KFNA01,UMK063B7151KP-F,150 pF,0.6x0.3,0.33,50,X7R,± 10 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7151MFNA01,UMK063B7151MP-F,150 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7101KFNA01,UMK063B7101KP-F,100 pF,0.6x0.3,0.33,50,X7R,± 10 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU063SB7101MFNA01,UMK063B7101MP-F,100 pF,0.6x0.3,0.33,50,X7R,± 20 %,3.5,,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105CB5105KFNA01,UMK105CBJ105KV-F,1 uF,1.0x0.5,0.7,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 +0.20/-0.00,0.5 +0.20/-0.00,0.5 +0.20/-0.00,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105CB5105MFNA01,UMK105CBJ105MV-F,1 uF,1.0x0.5,0.7,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 +0.20/-0.00,0.5 +0.20/-0.00,0.5 +0.20/-0.00,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105AB5474KFNA01,UMK105ABJ474KV-F,0.47 uF,1.0x0.5,0.6,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 ±0.10,0.5 ±0.10,0.5 ±0.10,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105AB5474MFNA01,UMK105ABJ474MV-F,0.47 uF,1.0x0.5,0.6,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 ±0.10,0.5 ±0.10,0.5 ±0.10,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5224KFNA01,UMK105BJ224KV-F,0.22 uF,1.0x0.5,0.55,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5224MFNA01,UMK105BJ224MV-F,0.22 uF,1.0x0.5,0.55,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5104KFNA01,UMK105BJ104KV-F,0.1 uF,1.0x0.5,0.55,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5104MFNA01,UMK105BJ104MV-F,0.1 uF,1.0x0.5,0.55,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5473KFNA01,UMK105BJ473KV-F,0.047 uF,1.0x0.5,0.55,50,X5R,± 10 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5473MFNA01,UMK105BJ473MV-F,0.047 uF,1.0x0.5,0.55,50,X5R,± 20 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5223KFNA01,UMK105BJ223KV-F,0.022 uF,1.0x0.5,0.55,50,X5R,± 10 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB5223MFNA01,UMK105BJ223MV-F,0.022 uF,1.0x0.5,0.55,50,X5R,± 20 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU1L3YB5104KFNA01,UMK105BJ104KP-F,0.1 uF,1.0x0.5,0.33,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU1L3YB5104MFNA01,UMK105BJ104MP-F,0.1 uF,1.0x0.5,0.33,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7104KFNB25,UMK105B7104KV-FR,0.1 uF,1.0x0.5,0.55,50,X7R,± 10 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7104MFNB25,UMK105B7104MV-FR,0.1 uF,1.0x0.5,0.55,50,X7R,± 20 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7473KFNB25,UMK105B7473KV-FR,0.047 uF,1.0x0.5,0.55,50,X7R,± 10 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7473MFNB25,UMK105B7473MV-FR,0.047 uF,1.0x0.5,0.55,50,X7R,± 20 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7223KFNB25,UMK105B7223KV-FR,0.022 uF,1.0x0.5,0.55,50,X7R,± 10 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7223MFNB25,UMK105B7223MV-FR,0.022 uF,1.0x0.5,0.55,50,X7R,± 20 %,10,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7103KFNA01,UMK105B7103KV-F,0.01 uF,1.0x0.5,0.55,50,X7R,± 10 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7103MFNA01,UMK105B7103MV-F,0.01 uF,1.0x0.5,0.55,50,X7R,± 20 %,3.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7682KFNA01,UMK105B7682KV-F,6800 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7682MFNA01,UMK105B7682MV-F,6800 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7472KFNA01,UMK105B7472KV-F,4700 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7472MFNA01,UMK105B7472MV-F,4700 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7332KFNA01,UMK105B7332KV-F,3300 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7332MFNA01,UMK105B7332MV-F,3300 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7222KFNA01,UMK105B7222KV-F,2200 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7222MFNA01,UMK105B7222MV-F,2200 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7152KFNA01,UMK105B7152KV-F,1500 pF,1.0x0.5,0.55,50,X7R,± 10 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU105SB7152MFNA01,UMK105B7152MV-F,1500 pF,1.0x0.5,0.55,50,X7R,± 20 %,2.5,,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168BB5225KTNA01,UMK107BBJ225KA-T,2.2 uF,1.6x0.8,1,50,X5R,± 10 %,10,,-55 to +85,0603/1608,1.6 +0.20/-0.00,0.8 +0.20/-0.00,0.8 +0.20/-0.00,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168BB5225MTNA01,UMK107BBJ225MA-T,2.2 uF,1.6x0.8,1,50,X5R,± 20 %,10,,-55 to +85,0603/1608,1.6 +0.20/-0.00,0.8 +0.20/-0.00,0.8 +0.20/-0.00,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168SB5105KTNA01,UMK107BJ105KA-T,1 uF,1.6x0.8,0.9,50,X5R,± 10 %,10,,-55 to +85,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168SB5105MTNA01,UMK107BJ105MA-T,1 uF,1.6x0.8,0.9,50,X5R,± 20 %,10,,-55 to +85,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168AB5474KTNA01,UMK107ABJ474KA-T,0.47 uF,1.6x0.8,0.95,50,X5R,± 10 %,10,,-55 to +85,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168AB5474MTNA01,UMK107ABJ474MA-T,0.47 uF,1.6x0.8,0.95,50,X5R,± 20 %,10,,-55 to +85,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168AB7105KTNA01,UMK107AB7105KA-T,1 uF,1.6x0.8,0.95,50,X7R,± 10 %,10,,-55 to +125,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168AB7105MTNA01,UMK107AB7105MA-T,1 uF,1.6x0.8,0.95,50,X7R,± 20 %,10,,-55 to +125,0603/1608,1.6 +0.15/-0.05,0.8 +0.15/-0.05,0.8 +0.15/-0.05,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168SB7474KTNB25,UMK107B7474KA-TR,0.47 uF,1.6x0.8,0.9,50,X7R,± 10 %,10,,-55 to +125,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Medical Devices classified as GHTF Classes A or B (Japan Classes I or II),Mass Production (Preferred),(L)Medical (International Class. I ・ II),MLASU168SB7474MTNB25,UMK107B7474MA-TR,0.47 uF,1.6x0.8,0.9,50,X7R,± 20 %,10,,-55 to +125,0603/1608,1.6 ±0.10,0.8 ±0.10,0.8 ±0.10,Taping Paper 4000pcs,RoHS compliance,
